millis,encoderA,encoderB
17599,4089,4089
17599,4081,4080
17599,4079,4088
17599,4087,4090
17599,4087,4092
17599,4079,4091
17600,4095,4087
17600,4089,4079
17600,4089,4089
17600,4085,4088
17600,4084,4089
17601,4085,4087
17601,4087,4084
17601,4085,4085
17601,4083,4084
17601,4089,4089
17601,4080,4087
17602,4084,4089
17602,4085,4088
17602,4088,4084
17602,4084,4083
17602,4089,4085
17603,4089,4087
17603,4085,4094
17603,4087,4084
17603,4089,4081
17603,4084,4083
17603,4083,4079
17604,4085,4086
17604,4086,4083
17604,4088,4081
17604,4089,4076
17604,4094,4087
17605,4084,4083
17605,4083,4084
17605,4085,4085
17605,4085,4091
17605,4085,4089
17605,4091,4086
17606,4087,4088
17606,4088,4092
17606,4089,4089
17606,4084,4088
17606,4087,4085
17607,4087,4080
17607,4086,4090
17607,4089,4088
17607,4084,4077
17607,4088,4086
17607,4087,4088
17608,4085,4084
17608,4090,4085
17608,4088,4087
17608,4085,4090
17608,4089,4086
17609,4094,4085
17609,4085,4091
17609,4080,4091
17609,4083,4090
17609,4084,4087
17609,4087,4095
17610,4087,4081
17610,4088,4082
17610,4091,4087
17610,4092,4086
17610,4081,4085
17611,4087,4085
17611,4092,4086
17611,4084,4086
17611,4088,4088
17611,4087,4087
17611,4085,4085
17612,4075,4082
17612,4089,4083
17612,4084,4085
17612,4090,4088
17612,4087,4085
17613,4086,4086
17613,4092,4083
17613,4088,4082
17613,4086,4089
17613,4084,4079
17613,4087,4082
17614,4081,4084
17614,4085,4085
17614,4089,4083
17614,4085,4089
17614,4082,4089
17615,4090,4084
17615,4087,4087
17615,4088,4088
17615,4088,4088
17615,4086,4080
17615,4086,4086
17616,4088,4083
17616,4088,4088
17616,4086,4095
17616,4087,4081
17616,4086,4083
17616,4083,4087
17617,4083,4083
17617,4080,4092
17617,4085,4089
17617,4083,4084
17617,4087,4082
17618,4089,4085
17618,4082,4089
17618,4087,4083
17618,4087,4091
17618,4086,4089
17619,4089,4087
17619,4085,4089
17619,4087,4083
17619,4083,4082
17619,4083,4093
17619,4086,4085
17620,4088,4090
17620,4088,4088
17620,4090,4085
17620,4087,4089
17620,4086,4081
17620,4084,4086
17621,4086,4088
17621,4084,4085
17621,4083,4087
17621,4084,4083
17621,4085,4095
17622,4088,4085
17622,4085,4079
17622,4087,4084
17622,4085,4085
17622,4091,4087
17622,4083,4086
17623,4084,4081
17623,4085,4094
17623,4087,4092
17623,4089,4088
17623,4090,4089
17624,4085,4085
17624,4089,4089
17624,4090,4088
17624,4086,4086
17624,4091,4091
17624,4079,4084
17625,4085,4085
17625,4090,4095
17625,4087,4090
17625,4086,4081
17625,4083,4085
17626,4086,4084
17626,4080,4085
17626,4089,4084
17626,4088,4087
17626,4084,4090
17626,4083,4082
17627,4091,4089
17627,4084,4082
17627,4090,4084
17627,4088,4088
17627,4087,4087
17628,4083,4088
17628,4087,4088
17628,4088,4091
17628,4088,4085
17628,4084,4084
17628,4079,4087
17629,4084,4085
17629,4087,4087
17629,4092,4087
17629,4087,4093
17629,4085,4086
17630,4086,4079
17630,4091,4091
17630,4090,4087
17630,4087,4095
17630,4087,4089
17630,4084,4090
17631,4089,4077
17631,4085,4087
17631,4085,4087
17631,4087,4084
17631,4087,4086
17632,4093,4091
17632,4085,4081
17632,4086,4091
17632,4087,4088
17632,4088,4090
17632,4084,4087
17633,4084,4086
17633,4088,4083
17633,4084,4085
17633,4088,4087
17633,4085,4087
17634,4090,4085
17634,4087,4082
17634,4089,4087
17634,4086,4092
17634,4087,4085
17634,4085,4080
17635,4089,4088
17635,4091,4090
17635,4081,4085
17635,4089,4090
17635,4087,4082
17636,4095,4085
17636,4086,4085
17636,4083,4089
17636,4089,4086
17636,4079,4087
17636,4086,4084
17637,4085,4087
17637,4087,4092
17637,4087,4085
17637,4086,4079
17637,4086,4087
17638,4085,4085
17638,4088,4089
17638,4088,4089
17638,4086,4085
17638,4083,4090
17638,4086,4085
17639,4087,4087
17639,4087,4093
17639,4089,4090
17639,4091,4084
17639,4081,4089
17640,4085,4085
17640,4090,4084
17640,4085,4084
17640,4090,4087
17640,4091,4092
17640,4086,4085
17641,4093,4087
17641,4084,4089
17641,4085,4084
17641,4084,4087
17641,4086,4090
17642,4089,4087
17642,4079,4077
17642,4085,4090
17642,4090,4089
17642,4087,4087
17642,4087,4088
17643,4083,4092
17643,4085,4087
17643,4091,4082
17643,4087,4083
17643,4091,4090
17644,4088,4085
17644,4082,4087
17644,4089,4086
17644,4086,4078
17644,4087,4090
17644,4086,4087
17645,4089,4088
17645,4086,4079
17645,4083,4085
17645,4087,4087
17645,4088,4086
17646,4089,4081
17646,4090,4085
17646,4086,4087
17646,4086,4088
17646,4085,4087
17646,4088,4093
17647,4087,4085
17647,4084,4084
17647,4081,4083
17647,4086,4089
17647,4084,4091
17648,4081,4087
17648,4091,4086
17648,4089,4085
17648,4081,4085
17648,4089,4085
17648,4085,4083
17649,4082,4083
17649,4091,4089
17649,4083,4088
17649,4087,4084
17649,4084,4086
17650,4080,4088
17650,4086,4086
17650,4088,4086
17650,4081,4090
17650,4087,4087
17650,4087,4084
17651,4087,4086
17651,4086,4091
17651,4086,4088
17651,4091,4084
17651,4084,4087
17651,4082,4079
17652,4093,4090
17652,4079,4088
17652,4084,4085
17652,4089,4081
17652,4085,4085
17653,4086,4082
17653,4090,4085
17653,4089,4089
17653,4089,4087
17653,4089,4082
17653,4089,4084
17654,4090,4081
17654,4085,4083
17654,4088,4084
17654,4083,4088
17654,4087,4084
17655,4084,4087
17655,4082,4089
17655,4086,4088
17655,4089,4085
17655,4087,4088
17655,4085,4086
17656,4093,4090
17656,4085,4085
17656,4085,4089
17656,4089,4085
17656,4086,4085
17657,4083,4084
17657,4085,4091
17657,4087,4085
17657,4084,4088
17657,4087,4087
17657,4084,4088
17658,4088,4081
17658,4085,4087
17658,4090,4088
17658,4083,4085
17658,4085,4088
17659,4084,4077
17659,4085,4085
17659,4088,4087
17659,4087,4087
17659,4083,4085
17659,4084,4086
17660,4085,4087
17660,4081,4090
17660,4085,4083
17660,4082,4089
17660,4088,4085
17661,4086,4084
17661,4087,4089
17661,4089,4084
17661,4085,4085
17661,4085,4086
17661,4087,4083
17662,4085,4087
17662,4082,4088
17662,4088,4090
17662,4082,4082
17662,4087,4083
17663,4088,4083
17663,4084,4081
17663,4085,4083
17663,4086,4088
17663,4087,4085
17663,4081,4083
17664,4085,4083
17664,4080,4086
17664,4087,4089
17664,4089,4085
17664,4085,4089
17665,4093,4087
17665,4083,4088
17665,4089,4085
17665,4086,4083
17665,4086,4084
17665,4083,4084
17666,4090,4085
17666,4085,4092
17666,4088,4093
17666,4087,4086
17666,4087,4093
17667,4089,4085
17667,4085,4083
17667,4089,4084
17667,4079,4090
17667,4082,4084
17667,4089,4083
17668,4087,4084
17668,4089,4085
17668,4084,4081
17668,4085,4085
17668,4079,4085
17669,4085,4085
17669,4085,4088
17669,4090,4085
17669,4086,4085
17669,4085,4087
17669,4085,4087
17670,4082,4086
17670,4089,4085
17670,4085,4089
17670,4082,4085
17670,4087,4083
17671,4089,4088
17671,4085,4090
17671,4087,4084
17671,4084,4085
17671,4085,4087
17671,4091,4087
17672,4086,4087
17672,4086,4086
17672,4085,4086
17672,4084,4089
17672,4086,4079
17672,4083,4086
17673,4088,4084
17673,4087,4085
17673,4079,4082
17673,4081,4086
17673,4085,4087
17674,4086,4090
17674,4091,4090
17674,4088,4086
17674,4082,4082
17674,4089,4091
17674,4079,4087
17675,4075,4084
17675,4086,4086
17675,4086,4091
17675,4091,4089
17675,4085,4089
17676,4087,4085
17676,4083,4093
17676,4089,4087
17676,4091,4086
17676,4087,4081
17676,4088,4088
17677,4086,4085
17677,4085,4084
17677,4079,4084
17677,4082,4079
17677,4083,4083
17678,4087,4088
17678,4086,4090
17678,4087,4085
17678,4086,4085
17678,4091,4089
17678,4094,4081
17679,4085,4084
17679,4084,4089
17679,4090,4079
17679,4084,4084
17679,4085,4088
17680,4086,4085
17680,4089,4089
17680,4080,4091
17680,4092,4084
17680,4079,4087
17680,4087,4089
17681,4080,4082
17681,4084,4079
17681,4085,4086
17681,4081,4088
17681,4091,4081
17682,4090,4091
17682,4086,4088
17682,4088,4086
17682,4089,4087
17682,4078,4084
17682,4089,4087
17683,4088,4085
17683,4091,4088
17683,4086,4087
17683,4084,4084
17683,4088,4085
17684,4089,4085
17684,4086,4092
17684,4088,4079
17684,4085,4088
17684,4085,4084
17684,4086,4086
17685,4085,4088
17685,4087,4082
17685,4085,4085
17685,4084,4082
17685,4087,4086
17686,4081,4087
17686,4087,4095
17686,4088,4084
17686,4088,4092
17686,4083,4089
17686,4083,4085
17687,4087,4090
17687,4086,4085
17687,4091,4080
17687,4089,4084
17687,4087,4088
17688,4087,4094
17688,4089,4087
17688,4092,4087
17688,4083,4095
17688,4091,4083
17688,4086,4085
17689,4090,4085
17689,4086,4086
17689,4082,4088
17689,4084,4087
17689,4085,4086
17689,4092,4089
17690,4083,4083
17690,4079,4083
17690,4085,4084
17690,4086,4089
17690,4087,4088
17691,4090,4085
17691,4089,4081
17691,4085,4089
17691,4088,4088
17691,4087,4086
17691,4088,4088
17692,4087,4083
17692,4087,4085
17692,4085,4086
17692,4081,4087
17692,4093,4089
17693,4085,4085
17693,4086,4087
17693,4091,4089
17693,4084,4081
17693,4087,4087
17693,4085,4084
17694,4084,4088
17694,4083,4087
17694,4085,4088
17694,4088,4087
17694,4084,4087
17695,4089,4085
17695,4089,4091
17695,4084,4088
17695,4084,4084
17695,4088,4085
17695,4084,4085
17696,4087,4086
17696,4086,4084
17696,4087,4084
17696,4089,4088
17696,4085,4086
17697,4083,4086
17697,4090,4089
17697,4084,4079
17697,4089,4086
17697,4092,4086
17697,4082,4081
17698,4085,4093
17698,4086,4087
17698,4085,4080
17698,4083,4087
17698,4084,4085
17699,4085,4086
17699,4082,4093
17699,4088,4086
17699,4087,4084
17699,4085,4088
17699,4085,4085
17700,4087,4089
17700,4085,4087
17700,4085,4079
17700,4081,4086
17700,4084,4087
17701,4088,4085
17701,4087,4081
17701,4091,4087
17701,4084,4087
17701,4089,4089
17701,4088,4085
17702,4085,4089
17702,4086,4087
17702,4086,4086
17702,4087,4083
17702,4087,4085
17703,4088,4091
17703,4087,4084
17703,4089,4088
17703,4084,4086
17703,4086,4085
17703,4091,4088
17704,4081,4085
17704,4084,4086
17704,4090,4091
17704,4089,4078
17704,4083,4085
17705,4086,4085
17705,4085,4084
17705,4091,4090
17705,4085,4084
17705,4087,4086
17705,4084,4086
17706,4084,4086
17706,4090,4084
17706,4089,4086
17706,4087,4090
17706,4088,4087
17706,4084,4081
17707,4085,4087
17707,4083,4085
17707,4089,4087
17707,4087,4086
17707,4088,4081
17708,4087,4081
17708,4087,4087
17708,4087,4087
17708,4088,4089
17708,4087,4091
17708,4087,4089
17709,4085,4080
17709,4085,4087
17709,4080,4087
17709,4083,4083
17709,4084,4086
17710,4092,4085
17710,4087,4086
17710,4086,4086
17710,4087,4084
17710,4085,4085
17710,4086,4087
17711,4085,4093
17711,4089,4085
17711,4090,4084
17711,4089,4083
17711,4086,4079
17712,4085,4087
17712,4084,4088
17712,4087,4079
17712,4086,4079
17712,4084,4084
17712,4087,4091
17713,4088,4089
17713,4085,4089
17713,4079,4089
17713,4090,4088
17713,4084,4087
17714,4079,4082
17714,4089,4084
17714,4085,4085
17714,4088,4082
17714,4085,4088
17714,4088,4087
17715,4089,4085
17715,4087,4084
17715,4081,4086
17715,4091,4088
17715,4088,4086
17716,4081,4086
17716,4088,4086
17716,4079,4083
17716,4088,4087
17716,4084,4085
17716,4083,4092
17717,4087,4085
17717,4088,4087
17717,4092,4085
17717,4089,4083
17717,4085,4083
17718,4087,4088
17718,4087,4089
17718,4085,4086
17718,4082,4089
17718,4087,4084
17718,4087,4089
17719,4086,4085
17719,4087,4092
17719,4086,4086
17719,4083,4086
17719,4083,4081
17720,4087,4087
17720,4085,4089
17720,4087,4091
17720,4086,4081
17720,4088,4081
17720,4084,4084
17721,4092,4087
17721,4087,4082
17721,4086,4087
17721,4085,4082
17721,4085,4084
17722,4084,4092
17722,4084,4087
17722,4090,4087
17722,4089,4087
17722,4086,4086
17722,4080,4089
17723,4080,4087
17723,4087,4085
17723,4088,4084
17723,4087,4085
17723,4083,4085
17724,4087,4084
17724,4084,4084
17724,4089,4085
17724,4088,4081
17724,4083,4087
17724,4083,4087
17725,4086,4082
17725,4085,4085
17725,4083,4083
17725,4089,4095
17725,4087,4085
17726,4085,4090
17726,4092,4085
17726,4085,4088
17726,4085,4085
17726,4086,4086
17726,4087,4087
17727,4086,4086
17727,4088,4090
17727,4088,4093
17727,4087,4087
17727,4087,4082
17728,4086,4088
17728,4084,4084
17728,4088,4088
17728,4084,4081
17728,4087,4086
17728,4084,4090
17729,4088,4090
17729,4082,4086
17729,4087,4082
17729,4089,4085
17729,4087,4085
17729,4079,4085
17730,4085,4086
17730,4087,4088
17730,4082,4084
17730,4087,4089
17730,4086,4085
17731,4088,4087
17731,4082,4086
17731,4087,4081
17731,4089,4089
17731,4092,4088
17731,4088,4086
17732,4085,4087
17732,4085,4084
17732,4085,4084
17732,4093,4083
17732,4085,4085
17733,4087,4087
17733,4083,4078
17733,4086,4087
17733,4081,4083
17733,4085,4088
17733,4090,4087
17734,4088,4085
17734,4089,4083
17734,4090,4084
17734,4092,4083
17734,4083,4084
17735,4087,4084
17735,4087,4088
17735,4084,4087
17735,4084,4075
17735,4085,4084
17735,4081,4085
17736,4087,4088
17736,4088,4085
17736,4081,4086
17736,4089,4091
17736,4086,4086
17737,4081,4087
17737,4084,4089
17737,4087,4088
17737,4088,4095
17737,4085,4086
17737,4087,4085
17738,4084,4085
17738,4085,4083
17738,4086,4083
17738,4087,4085
17738,4089,4086
17739,4076,4081
17739,4085,4084
17739,4092,4087
17739,4087,4086
17739,4088,4087
17739,4084,4087
17740,4088,4085
17740,4086,4085
17740,4088,4084
17740,4087,4083
17740,4086,4086
17741,4085,4084
17741,4086,4087
17741,4081,4090
17741,4086,4080
17741,4082,4087
17741,4087,4083
17742,4088,4089
17742,4084,4087
17742,4087,4086
17742,4087,4085
17742,4086,4087
17743,4086,4085
17743,4087,4089
17743,4082,4085
17743,4085,4092
17743,4087,4087
17743,4085,4085
17744,4090,4084
17744,4088,4088
17744,4085,4079
17744,4092,4084
17744,4087,4082
17745,4089,4087
17745,4090,4086
17745,4085,4085
17745,4083,4086
17745,4095,4084
17745,4086,4083
17746,4084,4087
17746,4087,4083
17746,4086,4085
17746,4088,4079
17746,4082,4084
17747,4084,4085
17747,4085,4081
17747,4091,4086
17747,4084,4087
17747,4085,4089
17747,4082,4089
17748,4091,4084
17748,4087,4082
17748,4087,4085
17748,4088,4091
17748,4088,4085
17749,4084,4089
17749,4085,4079
17749,4083,4085
17749,4088,4087
17749,4088,4089
17749,4092,4087
17750,4087,4080
17750,4085,4088
17750,4088,4087
17750,4089,4084
17750,4084,4087
17751,4085,4084
17751,4087,4085
17751,4086,4072
17751,4085,4085
17751,4077,4092
17751,4085,4083
17752,4089,4088
17752,4084,4087
17752,4085,4087
17752,4085,4088
17752,4080,4084
17753,4087,4081
17753,4085,4087
17753,4082,4084
17753,4086,4087
17753,4087,4088
17753,4085,4085
17754,4085,4085
17754,4088,4089
17754,4083,4089
17754,4088,4085
17754,4087,4083
17755,4083,4081
17755,4079,4091
17755,4079,4086
17755,4086,4086
17755,4084,4088
17755,4089,4084
17756,4086,4090
17756,4088,4085
17756,4087,4087
17756,4088,4084
17756,4087,4088
17756,4092,4085
17757,4085,4087
17757,4085,4088
17757,4087,4090
17757,4082,4088
17757,4081,4083
17758,4085,4083
17758,4086,4085
17758,4090,4085
17758,4089,4091
17758,4083,4086
17758,4081,4092
17759,4083,4083
17759,4089,4085
17759,4081,4092
17759,4090,4079
17759,4087,4084
17760,4089,4086
17760,4085,4092
17760,4085,4086
17760,4091,4091
17760,4082,4087
17760,4088,4086
17761,4086,4084
17761,4087,4085
17761,4087,4088
17761,4087,4087
17761,4085,4090
17762,4085,4076
17762,4087,4087
17762,4086,4087
17762,4085,4084
17762,4087,4086
17762,4087,4092
17763,4087,4087
17763,4083,4087
17763,4083,4085
17763,4083,4085
17763,4091,4089
17764,4087,4085
17764,4084,4087
17764,4089,4088
17764,4086,4084
17764,4089,4086
17764,4086,4087
17765,4090,4088
17765,4088,4086
17765,4087,4088
17765,4087,4085
17765,4087,4087
17766,4084,4087
17766,4088,4087
17766,4085,4079
17766,4086,4095
17766,4089,4091
17766,4085,4087
17767,4086,4086
17767,4086,4079
17767,4087,4088
17767,4087,4082
17767,4085,4085
17768,4087,4085
17768,4088,4087
17768,4083,4083
17768,4089,4087
17768,4089,4087
17768,4085,4085
17769,4085,4088
17769,4085,4085
17769,4081,4088
17769,4087,4087
17769,4086,4086
17770,4087,4083
17770,4088,4086
17770,4087,4086
17770,4082,4094
17770,4083,4086
17770,4087,4087
17771,4087,4085
17771,4087,4094
17771,4085,4080
17771,4090,4088
17771,4083,4089
17771,4086,4086
17772,4085,4085
17772,4086,4085
17772,4081,4084
17772,4088,4089
17772,4081,4089
17773,4089,4088
17773,4080,4083
17773,4087,4085
17773,4083,4091
17773,4080,4083
17773,4085,4081
17774,4087,4087
17774,4089,4087
17774,4079,4083
17774,4084,4088
17774,4084,4084
17775,4093,4084
17775,4089,4085
17775,4084,4088
17775,4087,4088
17775,4085,4087
17775,4093,4083
17776,4088,4087
17776,4086,4086
17776,4080,4081
17776,4086,4088
17776,4085,4085
17777,4087,4090
17777,4082,4079
17777,4085,4087
17777,4081,4083
17777,4085,4087
17777,4085,4087
17778,4087,4087
17778,4084,4085
17778,4091,4084
17778,4087,4085
17778,4089,4089
17779,4080,4088
17779,4083,4087
17779,4086,4091
17779,4088,4087
17779,4085,4085
17779,4087,4087
17780,4086,4082
17780,4081,4088
17780,4083,4089
17780,4091,4084
17780,4087,4087
17781,4088,4085
17781,4089,4087
17781,4084,4083
17781,4084,4083
17781,4079,4090
17781,4089,4088
17782,4083,4084
17782,4087,4083
17782,4082,4084
17782,4083,4089
17782,4084,4082
17783,4088,4089
17783,4079,4087
17783,4087,4089
17783,4089,4088
17783,4084,4090
17783,4086,4085
17784,4093,4086
17784,4083,4092
17784,4088,4084
17784,4081,4093
17784,4088,4089
17785,4087,4089
17785,4090,4088
17785,4087,4084
17785,4088,4091
17785,4091,4093
17785,4091,4089
17786,4085,4087
17786,4087,4088
17786,4091,4086
17786,4081,4086
17786,4085,4089
17787,4092,4088
17787,4083,4086
17787,4084,4087
17787,4088,4087
17787,4090,4088
17787,4084,4085
17788,4087,4084
17788,4083,4081
17788,4085,4087
17788,4085,4089
17788,4086,4082
17789,4088,4086
17789,4087,4088
17789,4089,4086
17789,4083,4084
17789,4085,4088
17789,4085,4087
17790,4087,4087
17790,4086,4087
17790,4085,4083
17790,4085,4086
17790,4084,4089
17791,4088,4088
17791,4083,4081
17791,4089,4090
17791,4080,4081
17791,4089,4085
17791,4087,4087
17792,4087,4084
17792,4090,4083
17792,4087,4088
17792,4086,4087
17792,4085,4087
17793,4086,4084
17793,4084,4087
17793,4088,4085
17793,4090,4092
17793,4089,4086
17793,4083,4087
17794,4087,4084
17794,4080,4086
17794,4089,4088
17794,4087,4083
17794,4094,4089
17795,4085,4085
17795,4085,4087
17795,4085,4088
17795,4084,4087
17795,4090,4088
17795,4087,4083
17796,4085,4084
17796,4085,4090
17796,4086,4086
17796,4088,4084
17796,4091,4089
17797,4083,4090
17797,4090,4092
17797,4090,4092
17797,4089,4082
17797,4087,4089
17797,4085,4081
17798,4091,4089
17798,4085,4091
17798,4086,4087
17798,4089,4089
17798,4085,4085
17799,4088,4086
17799,4084,4091
17799,4089,4088
17799,4081,4086
17799,4088,4088
17799,4089,4088
17800,4075,4090
17800,4085,4089
17800,4087,4084
17800,4080,4083
17800,4084,4085
17800,4085,4091
17801,4084,4088
17801,4089,4083
17801,4085,4088
17801,4077,4087
17801,4083,4084
17802,4086,4088
17802,4089,4083
17802,4087,4084
17802,4083,4087
17802,4088,4088
17802,4081,4087
17803,4085,4087
17803,4087,4085
17803,4092,4080
17803,4088,4082
17803,4093,4085
17804,4085,4092
17804,4087,4085
17804,4082,4093
17804,4082,4089
17804,4092,4087
17804,4087,4082
17805,4085,4095
17805,4083,4083
17805,4091,4087
17805,4085,4086
17805,4086,4087
17806,4084,4086
17806,4084,4087
17806,4086,4083
17806,4091,4083
17806,4090,4081
17806,4088,4088
17807,4085,4087
17807,4085,4081
17807,4085,4083
17807,4084,4086
17807,4087,4087
17808,4078,4080
17808,4085,4085
17808,4085,4085
17808,4087,4091
17808,4089,4092
17808,4089,4087
17809,4091,4090
17809,4082,4082
17809,4093,4089
17809,4085,4085
17809,4085,4089
17810,4084,4087
17810,4079,4083
17810,4084,4091
17810,4089,4087
17810,4087,4085
17810,4084,4082
17811,4088,4085
17811,4089,4090
17811,4084,4084
17811,4088,4088
17811,4083,4087
17812,4089,4089
17812,4091,4085
17812,4089,4089
17812,4087,4086
17812,4085,4089
17812,4084,4088
17813,4085,4087
17813,4087,4083
17813,4090,4089
17813,4084,4084
17813,4087,4085
17814,4082,4089
17814,4085,4082
17814,4085,4087
17814,4085,4079
17814,4087,4082
17814,4087,4087
17815,4084,4086
17815,4086,4092
17815,4088,4083
17815,4085,4091
17815,4088,4085
17816,4092,4084
17816,4094,4082
17816,4079,4091
17816,4080,4086
17816,4087,4085
17816,4091,4090
17817,4086,4077
17817,4087,4086
17817,4085,4085
17817,4089,4087
17817,4087,4086
17818,4089,4086
17818,4084,4083
17818,4090,4083
17818,4085,4085
17818,4084,4085
17818,4093,4087
17819,4088,4085
17819,4082,4090
17819,4085,4088
17819,4086,4088
17819,4086,4087
17820,4085,4088
17820,4087,4086
17820,4087,4091
17820,4090,4084
17820,4085,4087
17820,4089,4085
17821,4086,4089
17821,4087,4081
17821,4084,4088
17821,4093,4084
17821,4092,4089
17822,4083,4090
17822,4082,4083
17822,4086,4087
17822,4083,4090
17822,4087,4087
17822,4086,4084
17823,4085,4087
17823,4085,4087
17823,4082,4085
17823,4084,4089
17823,4087,4083
17823,4087,4086
17824,4087,4080
17824,4087,4091
17824,4083,4082
17824,4095,4080
17824,4087,4084
17825,4091,4090
17825,4084,4080
17825,4085,4085
17825,4087,4092
17825,4087,4080
17825,4086,4089
17826,4089,4088
17826,4087,4087
17826,4087,4091
17826,4087,4083
17826,4086,4087
17827,4084,4084
17827,4085,4093
17827,4083,4084
17827,4083,4084
17827,4087,4091
17827,4093,4083
17828,4087,4089
17828,4084,4083
17828,4087,4084
17828,4086,4087
17828,4090,4089
17829,4089,4081
17829,4086,4087
17829,4085,4088
17829,4080,4085
17829,4082,4085
17829,4087,4087
17830,4087,4093
17830,4087,4085
17830,4085,4077
17830,4084,4089
17830,4090,4082
17831,4092,4085
17831,4085,4088
17831,4088,4084
17831,4083,4088
17831,4086,4087
17831,4083,4089
17832,4085,4081
17832,4083,4084
17832,4085,4090
17832,4089,4086
17832,4088,4089
17833,4079,4084
17833,4088,4089
17833,4084,4084
17833,4089,4088
17833,4086,4084
17833,4085,4090
17834,4087,4087
17834,4086,4083
17834,4085,4084
17834,4087,4082
17834,4087,4087
17835,4087,4084
17835,4083,4089
17835,4088,4090
17835,4088,4084
17835,4084,4088
17835,4084,4087
17836,4078,4089
17836,4085,4087
17836,4088,4085
17836,4087,4086
17836,4086,4089
17837,4085,4084
17837,4091,4087
17837,4087,4084
17837,4082,4088
17837,4084,4088
17837,4083,4082
17838,4091,4083
17838,4085,4083
17838,4087,4086
17838,4089,4087
17838,4083,4084
17839,4084,4086
17839,4082,4087
17839,4089,4087
17839,4086,4086
17839,4087,4087
17839,4087,4083
17840,4088,4084
17840,4083,4083
17840,4093,4084
17840,4090,4088
17840,4088,4087
17841,4088,4085
17841,4084,4087
17841,4084,4081
17841,4089,4086
17841,4088,4090
17841,4085,4089
17842,4085,4086
17842,4085,4086
17842,4084,4078
17842,4087,4087
17842,4083,4088
17843,4088,4085
17843,4087,4086
17843,4087,4084
17843,4085,4089
17843,4087,4088
17843,4089,4089
17844,4089,4089
17844,4083,4082
17844,4085,4084
17844,4087,4091
17844,4085,4087
17845,4087,4090
17845,4095,4086
17845,4079,4084
17845,4085,4086
17845,4088,4085
17845,4084,4084
17846,4089,4085
17846,4087,4087
17846,4082,4088
17846,4091,4086
17846,4080,4082
17846,4092,4086
17847,4076,4091
17847,4087,4087
17847,4081,4088
17847,4084,4086
17847,4086,4086
17848,4089,4085
17848,4089,4088
17848,4083,4082
17848,4088,4086
17848,4089,4082
17848,4085,4081
17849,4082,4079
17849,4087,4082
17849,4079,4089
17849,4091,4085
17849,4087,4086
17850,4092,4089
17850,4087,4087
17850,4087,4089
17850,4088,4093
17850,4084,4087
17850,4079,4093
17851,4091,4089
17851,4085,4085
17851,4086,4083
17851,4089,4080
17851,4085,4087
17852,4084,4093
17852,4085,4087
17852,4079,4083
17852,4087,4083
17852,4089,4089
17852,4089,4080
17853,4086,4085
17853,4075,4087
17853,4087,4082
17853,4088,4083
17853,4085,4081
17854,4089,4083
17854,4082,4090
17854,4085,4083
17854,4085,4089
17854,4087,4087
17854,4086,4089
17855,4084,4089
17855,4083,4092
17855,4084,4087
17855,4088,4085
17855,4083,4084
17856,4087,4087
17856,4086,4089
17856,4085,4085
17856,4084,4085
17856,4079,4085
17856,4089,4085
17857,4086,4079
17857,4085,4085
17857,4080,4087
17857,4085,4086
17857,4091,4087
17858,4088,4085
17858,4086,4082
17858,4089,4088
17858,4086,4086
17858,4088,4088
17858,4088,4085
17859,4083,4082
17859,4086,4094
17859,4089,4088
17859,4084,4084
17859,4088,4085
17860,4088,4089
17860,4088,4087
17860,4091,4092
17860,4088,4087
17860,4081,4087
17860,4087,4087
17861,4087,4087
17861,4087,4085
17861,4087,4087
17861,4087,4088
17861,4091,4083
17862,4082,4082
17862,4084,4081
17862,4083,4089
17862,4086,4086
17862,4090,4087
17862,4086,4086
17863,4082,4088
17863,4089,4086
17863,4087,4086
17863,4085,4080
17863,4087,4082
17864,4084,4086
17864,4092,4088
17864,4086,4090
17864,4089,4088
17864,4087,4084
17864,4087,4087
17865,4082,4085
17865,4088,4086
17865,4084,4088
17865,4087,4089
17865,4087,4090
17865,4083,4083
17866,4092,4082
17866,4079,4089
17866,4085,4087
17866,4086,4088
17866,4081,4083
17867,4089,4091
17867,4089,4087
17867,4076,4087
17867,4088,4086
17867,4087,4084
17867,4089,4093
17868,4084,4075
17868,4084,4084
17868,4078,4090
17868,4089,4085
17868,4089,4084
17869,4086,4091
17869,4082,4091
17869,4082,4092
17869,4089,4084
17869,4080,4073
17869,4088,4085
17870,4085,4086
17870,4076,4088
17870,4085,4085
17870,4084,4086
17870,4084,4089
17871,4089,4086
17871,4087,4088
17871,4089,4088
17871,4084,4082
17871,4081,4090
17871,4087,4089
17872,4084,4093
17872,4084,4083
17872,4082,4079
17872,4090,4085
17872,4091,4085
17873,4088,4088
17873,4087,4093
17873,4087,4086
17873,4092,4086
17873,4083,4081
17873,4086,4088
17874,4086,4085
17874,4086,4086
17874,4085,4088
17874,4087,4083
17874,4090,4086
17875,4089,4088
17875,4085,4091
17875,4081,4089
17875,4087,4093
17875,4085,4082
17875,4083,4085
17876,4081,4085
17876,4087,4085
17876,4086,4086
17876,4087,4089
17876,4085,4090
17877,4085,4092
17877,4085,4087
17877,4082,4089
17877,4085,4085
17877,4086,4089
17877,4084,4086
17878,4085,4089
17878,4087,4084
17878,4083,4079
17878,4089,4087
17878,4092,4088
17879,4084,4086
17879,4084,4086
17879,4087,4087
17879,4077,4089
17879,4087,4091
17879,4085,4088
17880,4083,4089
17880,4091,4081
