millis,rpm1,filterRpm_1,w1,rpm2,filterRpm_2,w2,rpm3,filterRpm_3,w3
2163934,189.58,185.93,40865,189.58,184.48,40865,189.58,184.91,40865
2163945,174.93,185.5,40835,174.93,184.22,40835,174.93,184.59,40835
2163956,189.7,185.12,40815,189.7,184.0,40815,189.7,184.32,40815
2163966,176.47,184.88,40795,176.47,183.89,40795,192.51,185.13,40795
2163977,189.6,184.66,40775,189.6,183.79,40775,175.01,184.96,40775
2163987,192.51,185.42,40755,192.51,184.65,40755,192.51,184.82,40755
2163998,175.0,185.22,40735,175.0,184.54,40735,175.0,184.7,40735
2164008,192.51,185.05,40715,192.51,184.45,40715,192.51,184.59,40715
2164019,189.61,185.76,40695,175.03,184.37,40695,189.61,185.35,40695
2164030,175.01,185.35,40675,189.6,184.12,40675,175.01,184.99,40675
2164040,192.4,185.16,40645,176.36,183.99,40645,192.4,184.84,40645
2164051,175.11,184.99,40625,189.7,183.88,40625,175.11,184.71,40625
2164062,189.6,184.68,40605,189.6,184.56,40605,189.6,184.43,40605
2164073,189.58,185.26,40585,175.0,184.29,40585,189.58,185.04,40585
2164084,175.03,184.91,40565,189.61,184.06,40565,175.03,184.72,40565
2164095,189.49,184.6,40535,174.92,183.84,40535,189.49,184.43,40535
2164106,189.7,185.19,40515,189.7,183.66,40515,189.7,185.04,40515
2164117,175.01,184.85,40495,189.6,184.37,40495,175.01,184.72,40495
2164128,189.6,184.55,40475,175.01,184.13,40475,189.6,184.44,40475
2164139,189.6,185.15,40455,189.6,183.91,40455,175.01,184.18,40455
2164150,174.92,184.81,40425,174.92,183.72,40425,189.49,183.96,40425
2164161,189.7,184.51,40405,189.7,183.55,40405,189.7,184.62,40405
2164171,192.49,185.29,40385,176.45,183.49,40385,176.45,184.44,40385
2164182,175.03,185.11,40365,189.61,183.44,40365,189.61,184.27,40365
2164193,189.6,184.78,40345,189.6,184.17,40345,175.01,184.04,40345
2164203,176.47,184.57,40325,176.47,184.03,40325,192.51,184.01,40325
2164213,192.51,184.56,40305,176.47,183.14,40305,176.47,184.07,40305
2164224,175.01,184.47,40285,189.6,183.13,40285,189.6,183.94,40285
2164234,192.51,184.38,40265,176.47,183.12,40265,176.47,183.84,40265
2164245,189.49,185.17,40235,189.49,183.1,40235,189.49,183.73,40235
2164256,175.11,184.83,40215,189.7,183.87,40215,189.7,184.43,40215
2164267,189.58,184.53,40195,175.0,183.69,40195,175.0,184.18,40195
2164277,176.49,184.36,40175,192.53,183.7,40175,192.53,184.13,40175
2164288,189.6,184.2,40155,175.01,183.71,40155,175.01,184.09,40155
2164298,176.47,184.06,40135,192.51,183.71,40135,192.51,184.05,40135
2164309,189.58,183.94,40115,175.0,183.72,40115,175.0,184.02,40115
2164319,176.47,183.83,40095,192.51,183.72,40095,192.51,183.99,40095
2164330,189.61,183.74,40075,175.03,183.73,40075,175.03,183.96,40075
2164341,189.6,184.43,40055,189.6,183.56,40055,189.6,183.76,40055
2164351,176.47,184.27,40035,176.47,183.5,40035,176.47,183.68,40035
2164362,189.49,184.11,40005,189.49,183.44,40005,189.49,183.6,40005
2164373,175.11,183.9,39985,175.11,183.3,39985,175.11,183.44,39985
2164384,189.58,183.72,39965,189.58,183.19,39965,189.58,183.31,39965
2164395,189.61,184.41,39945,175.03,183.08,39945,175.03,183.19,39945
2164405,176.47,184.25,39925,192.51,183.17,39925,192.51,183.26,39925
2164416,189.58,184.1,39905,175.0,183.24,39905,175.0,183.32,39905
2164427,175.03,183.89,39885,189.61,183.13,39885,189.61,183.2,39885
2164438,189.49,183.7,39855,174.92,183.02,39855,174.92,183.09,39855
2164449,175.11,183.53,39835,189.7,182.94,39835,189.7,183.0,39835
2164459,192.51,183.57,39815,176.47,182.96,39815,176.47,183.01,39815
2164470,175.01,183.59,39795,189.6,182.97,39795,189.6,183.01,39795
2164480,192.51,183.61,39775,176.47,182.97,39775,176.47,183.01,39775
2164491,175.0,183.63,39755,189.58,182.98,39755,189.58,183.01,39755
2164501,192.53,183.64,39735,176.49,182.99,39735,176.49,183.02,39735
2164512,175.01,183.66,39715,189.6,182.99,39715,189.6,183.02,39715
2164523,189.6,183.5,39695,175.01,182.91,39695,175.01,182.94,39695
2164533,176.47,183.44,39675,192.51,183.01,39675,192.51,183.03,39675
2164544,189.6,183.39,39655,175.01,183.1,39655,175.01,183.12,39655
2164555,175.01,183.27,39635,189.6,183.01,39635,189.6,183.02,39635
2164565,192.4,183.32,39605,176.36,183.0,39605,176.36,183.02,39605
2164576,175.11,183.37,39585,189.7,183.01,39585,189.7,183.02,39585
2164587,189.6,183.25,39565,175.01,182.93,39565,175.01,182.94,39565
2164598,175.01,183.14,39545,189.6,182.86,39545,189.6,182.87,39545
2164608,192.51,183.21,39525,176.47,182.88,39525,176.47,182.89,39525
2164619,175.01,183.28,39505,189.6,182.9,39505,189.6,182.9,39505
2164629,192.51,183.33,39485,176.47,182.91,39485,176.47,182.92,39485
2164640,175.01,183.38,39465,189.6,182.93,39465,175.01,182.07,39465
2164650,192.49,183.43,39445,176.45,182.94,39445,192.49,182.27,39445
2164660,176.49,183.55,39425,176.49,182.17,39425,176.49,182.53,39425
2164671,174.92,182.63,39395,189.49,182.27,39395,189.49,182.59,39395
2164682,189.7,182.59,39375,175.11,182.27,39375,175.11,182.55,39375
2164693,175.01,182.56,39355,189.6,182.28,39355,189.6,182.53,39355
2164704,189.58,182.53,39335,175.0,182.28,39335,175.0,182.5,39335
2164714,176.49,182.59,39315,192.53,182.46,39315,192.53,182.65,39315
2164725,189.6,182.64,39295,175.01,182.61,39295,175.01,182.78,39295
2164735,176.47,182.69,39275,192.51,182.75,39275,176.47,181.95,39275
2164746,189.6,182.73,39255,175.01,182.87,39255,189.6,182.08,39255
2164756,176.47,182.77,39235,176.47,182.03,39235,176.47,182.19,39235
2164767,189.49,182.79,39205,189.49,182.14,39205,189.49,182.28,39205
2164778,175.09,182.73,39185,175.09,182.16,39185,175.09,182.29,39185
2164788,176.49,181.91,39165,192.53,182.35,39165,192.53,182.47,39165
2164799,189.6,182.04,39145,175.01,182.52,39145,175.01,182.62,39145
2164809,176.47,182.16,39125,192.51,182.67,39125,176.47,181.81,39125
2164820,189.6,182.26,39105,175.01,182.8,39105,189.6,181.95,39105
2164831,175.01,182.27,39085,189.6,182.74,39085,175.01,181.99,39085
2164842,189.6,182.27,39065,175.01,182.69,39065,189.6,182.03,39065
2164853,175.01,182.28,39045,175.01,181.78,39045,175.01,182.06,39045
2164863,192.49,182.45,39025,192.49,182.01,39025,192.49,182.26,39025
2164874,175.03,182.61,39005,175.03,182.22,39005,175.03,182.44,39005
2164884,176.47,181.8,38985,192.51,182.4,38985,176.47,181.65,38985
2164895,189.6,181.94,38965,175.01,182.56,38965,189.6,181.81,38965
2164905,176.47,182.07,38945,176.47,181.76,38945,176.47,181.96,38945
2164916,189.6,182.18,38925,189.6,181.91,38925,189.6,182.08,38925
2164926,176.47,182.29,38905,176.47,182.04,38905,176.47,182.2,38905
2164936,176.47,181.6,38885,176.47,181.38,38885,176.47,181.52,38885
2164946,192.49,181.94,38865,192.49,181.75,38865,192.49,181.87,38865
2164957,175.03,182.15,38845,175.03,181.99,38845,175.03,182.09,38845
2164967,176.47,181.4,38825,176.47,181.25,38825,176.47,181.34,38825
2164978,189.6,181.59,38805,189.6,181.46,38805,189.6,181.54,38805
2164988,176.47,181.76,38785,176.47,181.65,38785,176.47,181.72,38785
2164999,189.6,181.91,38765,175.01,180.95,38765,175.01,181.01,38765
2165010,174.92,181.95,38735,189.49,181.1,38735,189.49,181.16,38735
2165021,189.7,181.99,38715,175.11,181.24,38715,175.11,181.29,38715
2165032,175.0,182.04,38695,189.58,181.37,38695,189.58,181.42,38695
2165042,176.49,181.29,38675,176.49,181.57,38675,176.49,181.61,38675
2165053,189.58,181.5,38655,175.0,180.88,38655,189.58,181.78,38655
2165063,176.49,181.68,38635,176.49,180.27,38635,176.49,181.93,38635
2165074,175.0,180.98,38615,189.58,180.6,38615,175.0,181.19,38615
2165085,189.61,181.13,38595,175.03,180.8,38595,189.61,181.33,38595
2165096,175.01,181.27,38575,175.01,180.12,38575,175.01,181.44,38575
2165106,192.51,181.57,38555,176.47,179.6,38555,176.47,180.77,38555
2165117,175.01,181.83,38535,189.6,180.01,38535,189.6,181.04,38535
2165127,176.47,181.11,38515,176.47,180.36,38515,176.47,181.27,38515
2165138,189.6,181.34,38495,175.01,179.82,38495,175.01,180.62,38495
2165149,175.01,181.45,38475,189.6,180.11,38475,189.6,180.82,38475
2165159,176.45,180.77,38455,176.45,180.46,38455,176.45,181.08,38455
2165170,189.51,181.03,38425,174.93,179.89,38425,189.51,181.3,38425
2165181,175.11,181.19,38405,175.11,179.32,38405,175.11,181.42,38405
2165192,189.58,181.32,38385,189.58,179.67,38385,175.0,180.67,38385
2165203,175.03,181.44,38365,175.03,179.99,38365,189.61,180.86,38365
2165214,175.01,180.68,38345,175.01,179.4,38345,175.01,181.03,38345
2165225,189.49,180.87,38315,174.92,178.87,38315,174.92,180.32,38315
2165236,175.11,181.04,38295,189.7,179.28,38295,189.7,180.55,38295
2165246,192.51,181.36,38275,176.47,179.73,38275,176.47,180.85,38275
2165257,175.01,181.65,38255,175.01,179.26,38255,175.01,180.25,38255
2165267,176.47,180.95,38235,176.47,178.84,38235,192.51,180.66,38235
2165278,189.6,181.2,38215,189.6,179.34,38215,175.01,181.03,38215
2165288,176.47,181.41,38195,176.47,179.77,38195,176.47,180.4,38195
2165299,175.01,180.74,38175,175.01,179.3,38175,189.6,180.71,38175
2165309,192.51,181.1,38155,176.47,178.88,38155,176.47,180.99,38155
2165320,175.01,181.41,38135,189.6,179.37,38135,175.01,180.37,38135
2165331,175.01,180.66,38115,175.01,179.72,38115,189.6,180.6,38115
2165341,192.4,181.02,38085,176.36,179.24,38085,176.36,180.88,38085
2165352,175.09,181.34,38065,175.09,178.82,38065,175.09,180.27,38065
2165362,176.49,180.68,38045,192.53,179.41,38045,176.49,179.74,38045
2165373,189.6,180.96,38025,175.01,179.93,38025,189.6,180.13,38025
2165383,176.45,181.21,38005,176.45,179.43,38005,176.45,180.47,38005
2165394,175.03,180.56,37985,175.03,179.0,37985,175.03,179.91,37985
2165404,192.46,180.94,37965,176.42,178.61,37965,192.46,180.37,37965
2165415,175.06,181.27,37945,189.65,179.13,37945,175.06,180.77,37945
2165425,176.47,180.62,37925,176.47,179.6,37925,176.47,180.18,37925
2165436,189.49,180.9,37895,174.92,179.14,37895,174.92,179.65,37895
2165447,175.09,181.06,37875,189.68,179.51,37875,189.68,179.96,37875
2165458,175.03,180.35,37855,175.03,179.85,37855,175.03,180.24,37855
2165469,189.6,180.58,37835,175.01,179.28,37835,175.01,179.63,37835
2165480,175.01,180.79,37815,175.01,178.77,37815,189.6,179.94,37815
2165491,175.01,180.11,37795,189.6,179.19,37795,175.01,180.22,37795
2165501,192.51,180.54,37775,176.47,179.64,37775,176.47,179.69,37775
2165512,175.01,180.92,37755,175.01,179.18,37755,175.01,179.22,37755
2165522,176.45,180.31,37735,176.45,178.77,37735,192.49,179.76,37735
2165533,175.03,179.77,37715,189.61,179.28,37715,175.03,180.23,37715
2165544,189.49,180.06,37685,174.92,179.63,37685,174.92,179.61,37685
2165555,175.09,180.32,37665,175.09,179.08,37665,189.68,179.93,37665
2165566,175.03,179.7,37645,175.03,178.61,37645,175.03,180.22,37645
2165577,189.58,180.01,37625,189.58,179.04,37625,175.0,179.6,37625
2165587,176.49,180.37,37605,176.49,179.52,37605,176.49,179.14,37605
2165598,175.0,179.82,37585,175.0,179.07,37585,189.58,179.6,37585
2165608,192.53,180.29,37565,176.49,178.68,37565,176.49,180.01,37565
2165619,175.01,180.7,37545,175.01,178.33,37545,175.01,179.51,37545
2165629,160.43,179.16,37525,192.51,178.97,37525,176.47,179.06,37525
2165640,174.92,177.81,37495,174.92,179.53,37495,174.92,178.66,37495
2165651,189.7,178.34,37475,175.11,179.0,37475,189.7,179.09,37475
2165661,176.47,178.9,37455,176.47,178.62,37455,176.47,179.57,37455
2165672,175.01,178.53,37435,189.6,179.14,37435,175.01,179.11,37435
2165682,176.47,178.2,37415,176.47,179.6,37415,176.47,178.71,37415
2165693,189.58,178.77,37395,175.0,179.14,37395,189.58,179.22,37395
2165704,175.03,179.19,37375,175.03,178.66,37375,175.03,179.59,37375
2165715,174.92,178.69,37345,174.92,178.22,37345,174.92,179.04,37345
2165726,189.68,179.11,37325,189.68,178.7,37325,175.09,178.56,37325
2165737,175.03,179.5,37305,175.03,179.13,37305,189.61,179.01,37305
2165747,176.47,179.05,37285,176.47,178.73,37285,176.47,179.49,37285
2165758,175.01,178.66,37265,175.01,178.38,37265,175.01,179.05,37265
2165768,176.47,178.32,37245,176.47,178.07,37245,176.47,178.66,37245
2165779,189.6,178.87,37225,189.6,178.66,37225,175.01,178.31,37225
2165789,176.47,179.37,37205,176.47,179.17,37205,176.47,178.01,37205
2165799,176.47,179.02,37185,176.47,178.85,37185,176.47,177.83,37185
2165810,174.92,178.63,37155,174.92,178.48,37155,189.49,178.43,37155
2165821,189.68,179.06,37135,175.09,178.07,37135,175.09,178.89,37135
2165831,176.49,179.54,37115,192.53,178.75,37115,176.49,178.52,37115
2165842,175.01,179.09,37095,175.01,179.34,37095,175.01,178.2,37095
2165852,176.47,178.7,37075,176.47,178.92,37075,176.47,177.91,37075
2165863,175.01,178.35,37055,175.01,178.54,37055,175.01,177.65,37055
2165873,192.51,178.99,37035,176.47,178.21,37035,192.51,178.37,37035
2165884,175.01,179.55,37015,175.01,177.92,37015,175.01,179.01,37015
2165894,176.47,179.1,36995,192.51,178.61,36995,176.47,178.62,36995
2165905,175.01,178.7,36975,175.01,179.22,36975,175.01,178.28,36975
2165915,176.47,178.35,36955,176.47,178.81,36955,176.47,177.98,36955
2165926,189.6,178.91,36935,175.01,178.44,36935,175.01,177.72,36935
2165936,176.47,179.39,36915,176.47,178.12,36915,176.47,177.48,36915
2165947,175.01,178.96,36895,175.01,177.84,36895,189.6,178.14,36895
2165958,174.92,178.49,36865,189.49,178.36,36865,174.92,178.63,36865
2165969,175.09,178.08,36845,175.09,178.83,36845,175.09,178.2,36845
2165979,192.53,178.76,36825,176.49,178.47,36825,176.49,177.91,36825
2165990,175.01,179.35,36805,175.01,178.15,36805,175.01,177.66,36805
2166000,176.47,178.92,36785,176.47,177.86,36785,176.47,177.43,36785
2166011,175.01,178.55,36765,175.01,177.61,36765,175.01,177.23,36765
2166021,176.47,178.21,36745,192.51,178.34,36745,176.47,177.05,36745
2166032,175.0,177.92,36725,175.0,178.98,36725,189.58,177.76,36725
2166042,176.49,177.66,36705,176.49,178.6,36705,176.49,178.38,36705
2166053,189.6,178.3,36685,175.01,178.26,36685,175.01,178.07,36685
2166063,176.47,178.86,36665,176.47,177.96,36665,176.47,177.8,36665
2166074,175.01,178.49,36645,175.01,177.7,36645,175.01,177.55,36645
2166084,176.47,178.17,36625,176.47,177.47,36625,176.47,177.34,36625
2166095,174.92,177.87,36595,189.49,178.12,36595,174.92,177.14,36595
2166106,175.09,177.53,36575,175.09,178.61,36575,175.09,176.89,36575
2166117,189.6,178.1,36555,175.01,178.19,36555,175.01,176.67,36555
2166127,176.49,178.69,36535,176.49,177.9,36535,192.53,177.51,36535
2166138,175.01,178.34,36515,175.01,177.65,36515,175.01,178.25,36515
2166148,176.47,178.03,36495,176.47,177.42,36495,176.47,177.96,36495
2166159,175.01,177.76,36475,189.6,178.09,36475,175.01,177.69,36475
2166170,175.01,177.44,36455,175.01,178.59,36455,175.01,177.38,36455
2166180,176.47,177.24,36435,176.47,178.25,36435,176.47,177.18,36435
2166191,175.01,177.06,36415,175.01,177.95,36415,175.01,177.01,36415
2166201,176.47,176.9,36395,176.47,177.69,36395,176.47,176.86,36395
2166212,189.6,177.63,36375,175.01,177.46,36375,175.01,176.73,36375
2166222,176.47,178.27,36355,176.47,177.26,36355,176.47,176.61,36355
2166233,175.01,177.97,36335,175.01,177.08,36335,175.01,176.51,36335
2166243,176.47,177.71,36315,176.47,176.92,36315,176.47,176.42,36315
2166254,174.87,177.46,36285,189.44,177.63,36285,189.44,177.19,36285
2166265,175.16,177.17,36265,175.16,178.18,36265,175.16,177.8,36265
2166276,175.01,176.93,36245,175.01,177.82,36245,175.01,177.48,36245
2166287,175.01,176.7,36225,175.01,177.49,36225,175.01,177.18,36225
2166297,176.45,176.59,36205,176.45,177.28,36205,176.45,177.01,36205
2166308,175.01,176.49,36185,175.01,177.1,36185,175.01,176.86,36185
2166318,176.49,176.4,36165,176.49,176.94,36165,176.49,176.73,36165
2166329,189.6,177.18,36145,175.01,176.8,36145,175.01,176.61,36145
2166339,176.47,177.88,36125,176.47,176.67,36125,176.47,176.51,36125
2166350,175.01,177.62,36105,189.6,177.42,36105,175.01,176.42,36105
2166361,174.92,177.31,36075,174.92,178.0,36075,174.92,176.25,36075
2166372,175.11,177.04,36055,175.11,177.64,36055,175.11,176.1,36055
2166383,175.01,176.8,36035,175.01,177.34,36035,175.01,175.98,36035
2166393,176.47,176.68,36015,176.47,177.15,36015,176.47,175.95,36015
2166403,176.47,176.65,35995,176.47,177.07,35995,176.47,176.01,35995
2166413,176.45,176.63,35975,176.45,177.0,35975,176.45,176.06,35975
2166423,176.49,176.61,35955,176.49,176.93,35955,176.49,176.11,35955
2166433,176.47,176.6,35935,176.47,176.88,35935,176.47,176.16,35935
2166443,176.47,176.58,35915,176.47,176.83,35915,176.47,176.19,35915
2166454,175.0,176.48,35895,175.0,176.7,35895,175.0,176.14,35895
2166464,176.49,176.39,35875,176.49,176.59,35875,176.49,176.09,35875
2166474,176.47,176.4,35855,176.47,176.58,35855,176.47,176.14,35855
2166485,175.01,176.33,35835,175.01,176.48,35835,175.01,176.09,35835
2166495,176.47,176.26,35815,176.47,176.39,35815,176.47,176.05,35815
2166506,174.92,176.19,35785,174.92,176.31,35785,174.92,176.01,35785
2166517,175.09,176.05,35765,175.09,176.15,35765,175.09,175.89,35765
2166527,176.47,176.02,35745,176.47,176.11,35745,176.47,175.88,35745
2166537,176.49,176.07,35725,176.49,176.15,35725,176.49,175.95,35725
2166548,175.01,176.03,35705,175.01,176.11,35705,175.01,175.92,35705
2166558,176.47,176.0,35685,176.47,176.06,35685,176.47,175.9,35685
2166568,176.47,176.06,35665,176.47,176.11,35665,176.47,175.97,35665
2166579,175.0,176.02,35645,175.0,176.07,35645,175.0,175.94,35645
2166589,176.49,175.98,35625,176.49,176.03,35625,176.49,175.92,35625
2166599,176.45,176.04,35605,176.45,176.08,35605,160.41,175.03,35605
2166609,176.47,176.09,35585,176.47,176.13,35585,176.47,174.26,35585
2166620,175.03,176.05,35565,175.03,176.08,35565,175.03,174.43,35565
2166630,176.47,176.02,35545,176.47,176.04,35545,176.47,174.59,35545
2166641,175.01,175.98,35525,175.01,176.01,35525,175.01,174.72,35525
2166651,176.47,175.95,35505,176.47,175.97,35505,176.47,174.84,35505
2166662,175.01,175.93,35485,175.01,175.95,35485,175.01,174.95,35485
2166672,176.45,175.91,35465,176.45,175.92,35465,176.45,175.04,35465
2166683,175.03,175.89,35445,175.03,175.9,35445,175.03,175.13,35445
2166693,160.43,174.92,35425,176.47,175.88,35425,176.47,175.2,35425
2166704,175.01,174.07,35405,175.01,175.87,35405,175.01,175.26,35405
2166715,175.01,174.18,35385,175.01,175.76,35385,175.01,175.23,35385
2166725,176.47,174.37,35365,176.47,175.76,35365,176.47,175.29,35365
2166736,175.01,174.53,35345,175.01,175.76,35345,175.01,175.35,35345
2166746,176.47,174.67,35325,176.47,175.76,35325,176.47,175.39,35325
2166757,175.01,174.8,35305,175.01,175.76,35305,175.01,175.43,35305
2166767,176.36,174.9,35275,176.36,175.75,35275,176.36,175.46,35275
2166778,175.08,175.0,35255,175.08,175.74,35255,175.08,175.49,35255
2166788,176.51,175.09,35235,176.51,175.75,35235,160.46,174.58,35235
2166799,175.01,175.17,35215,175.01,175.75,35215,175.01,173.77,35215
2166809,176.47,175.24,35195,176.47,175.75,35195,176.47,174.0,35195
2166820,174.98,175.3,35175,174.98,175.75,35175,174.98,174.21,35175
2166831,160.46,174.4,35155,175.04,175.66,35155,175.04,174.3,35155
2166841,176.47,173.7,35135,176.47,175.67,35135,176.47,174.47,35135
2166852,175.01,173.94,35115,175.01,175.68,35115,175.01,174.62,35115
2166863,175.01,174.07,35095,175.01,175.6,35095,175.01,174.67,35095
2166874,174.92,174.17,35065,174.92,175.53,35065,174.92,174.71,35065
2166885,175.11,174.27,35045,175.11,175.46,35045,160.52,173.88,35045
2166896,175.01,174.37,35025,175.01,175.42,35025,175.01,173.16,35025
2166906,176.45,174.53,35005,176.45,175.45,35005,176.45,173.46,35005
2166917,175.03,174.67,34985,175.03,175.49,34985,175.03,173.73,34985
2166927,176.47,174.8,34965,176.47,175.52,34965,176.47,173.97,34965
2166937,160.43,174.05,34945,176.47,175.63,34945,176.47,174.26,34945
2166948,175.01,173.3,34925,175.01,175.64,34925,160.43,173.58,34925
2166959,160.43,172.64,34905,175.01,175.57,34905,175.01,172.88,34905
2166970,175.01,172.06,34885,175.01,175.5,34885,175.01,173.14,34885
2166980,176.47,172.49,34865,176.47,175.53,34865,176.47,173.44,34865
2166990,176.45,172.96,34845,160.41,174.69,34845,176.45,173.8,34845
2167001,175.03,173.29,34825,175.03,173.87,34825,175.03,174.03,34825
2167011,160.33,172.63,34795,176.36,174.08,34795,160.33,173.28,34795
2167021,176.58,172.13,34785,176.58,174.37,34785,176.58,172.71,34785
2167032,175.01,172.57,34765,175.01,174.54,34765,175.01,173.07,34765
2167042,176.47,172.94,34745,176.47,174.68,34745,176.47,173.39,34745
2167053,174.92,173.27,34715,174.92,174.8,34715,174.92,173.66,34715
2167064,175.11,173.47,34695,175.11,174.82,34695,160.52,172.96,34695
2167075,160.43,172.8,34675,175.01,174.85,34675,175.01,172.34,34675
2167085,176.47,172.28,34655,160.43,174.01,34655,176.47,172.75,34655
2167096,175.01,172.69,34635,175.01,173.26,34635,175.01,173.1,34635
2167106,176.47,173.05,34615,176.47,173.56,34615,176.47,173.41,34615
2167116,176.45,173.46,34595,176.45,173.9,34595,160.41,172.82,34595
2167127,160.44,172.86,34575,175.03,174.12,34575,175.03,172.22,34575
2167137,176.47,172.34,34555,176.47,174.31,34555,176.47,172.64,34555
2167147,176.47,172.83,34535,176.47,174.57,34535,176.47,173.09,34535
2167157,176.45,173.26,34515,160.41,173.84,34515,160.41,172.54,34515
2167168,174.92,173.55,34485,174.92,173.11,34485,174.92,171.96,34485
2167179,160.5,172.86,34465,175.09,173.34,34465,175.09,172.32,34465
2167190,175.03,172.25,34445,175.03,173.54,34445,175.03,172.65,34445
2167201,175.03,172.58,34425,175.03,173.72,34425,175.03,172.93,34425
2167211,176.47,172.96,34405,176.47,173.96,34405,160.43,172.31,34405
2167222,175.0,173.29,34385,175.0,174.17,34385,175.0,171.77,34385
2167232,160.44,172.63,34365,160.44,173.4,34365,176.49,172.24,34365
2167243,174.92,172.04,34335,174.92,172.73,34335,174.92,172.65,34335
2167253,176.58,172.48,34325,176.58,173.08,34325,160.52,172.07,34325
2167264,175.01,172.87,34305,175.01,173.4,34305,175.01,171.56,34305
2167274,160.43,172.26,34285,176.47,173.68,34285,176.47,172.05,34285
2167285,175.01,171.73,34265,175.01,173.92,34265,175.01,172.49,34265
2167295,176.47,172.2,34245,160.43,173.19,34245,160.43,171.92,34245
2167306,175.01,172.62,34225,175.01,172.54,34225,175.01,171.43,34225
2167316,160.33,172.03,34195,176.36,172.92,34195,176.36,171.93,34195
2167327,175.09,171.52,34175,175.09,173.25,34175,175.09,172.38,34175
2167337,176.49,172.03,34155,176.49,173.55,34155,160.44,171.83,34155
2167348,175.01,172.47,34135,160.43,172.95,34135,175.01,171.35,34135
2167358,176.47,172.85,34115,176.47,172.41,34115,176.47,171.87,34115
2167369,160.41,172.33,34095,175.0,172.81,34095,175.0,172.33,34095
2167380,175.03,171.79,34075,175.03,173.07,34075,160.44,171.78,34075
2167390,176.45,172.25,34055,176.45,173.38,34055,176.45,171.39,34055
2167401,175.03,172.67,34035,160.44,172.8,34035,175.03,171.9,34035
2167411,160.33,172.08,34005,176.36,172.28,34005,176.36,172.35,34005
2167422,175.09,171.56,33985,175.09,172.69,33985,160.5,171.89,33985
2167432,176.49,172.06,33965,176.49,173.05,33965,176.49,171.49,33965
2167443,175.01,172.5,33945,175.01,173.37,33945,175.01,171.99,33945
2167453,160.43,171.93,33925,160.43,172.7,33925,176.47,172.43,33925
2167464,175.01,171.43,33905,175.01,172.12,33905,160.43,171.96,33905
2167475,175.01,171.86,33885,175.01,172.46,33885,175.01,171.46,33885
2167485,176.47,172.32,33865,176.47,172.85,33865,176.47,171.97,33865
2167496,160.34,171.85,33835,160.34,172.32,33835,160.34,171.55,33835
2167507,175.11,171.37,33815,175.11,171.78,33815,175.11,171.09,33815
2167518,175.01,171.8,33795,175.01,172.17,33795,175.01,171.56,33795
2167528,176.47,172.27,33775,176.47,172.59,33775,176.47,172.06,33775
2167539,160.43,171.82,33755,175.01,172.96,33755,160.43,171.63,33755
2167550,175.0,171.33,33735,160.41,172.34,33735,175.0,171.17,33735
2167561,175.03,171.77,33715,175.03,171.79,33715,175.03,171.62,33715
2167571,176.47,172.24,33695,176.47,172.26,33695,160.43,171.16,33695
2167582,160.43,171.79,33675,175.01,172.67,33675,175.01,170.75,33675
2167592,176.47,171.39,33655,160.43,172.09,33655,176.47,171.34,33655
2167603,174.92,171.9,33625,174.92,171.57,33625,160.34,171.0,33625
2167614,160.5,171.41,33605,175.09,171.97,33605,175.09,170.61,33605
2167624,176.47,171.06,33585,160.43,171.47,33585,176.47,171.22,33585
2167635,175.03,171.62,33565,175.03,171.03,33565,175.03,171.76,33565
2167645,160.41,171.15,33545,176.45,171.59,33545,160.41,171.28,33545
2167656,175.03,170.75,33525,175.03,172.08,33525,175.03,170.86,33525
2167666,176.47,171.34,33505,160.43,171.56,33505,160.43,170.49,33505
2167677,175.0,171.86,33485,175.0,171.11,33485,175.0,170.16,33485
2167687,160.43,171.37,33465,176.47,171.66,33465,176.47,170.82,33465
2167698,175.03,170.94,33445,160.44,171.28,33445,160.44,170.54,33445
2167709,175.01,171.42,33425,175.01,170.86,33425,175.01,170.21,33425
2167720,160.43,170.98,33405,175.01,171.35,33405,175.01,170.77,33405
2167731,175.01,170.6,33385,175.01,171.78,33385,160.43,170.41,33385
2167741,176.47,171.21,33365,160.43,171.3,33365,176.47,170.18,33365
2167752,160.43,170.88,33345,175.01,170.88,33345,175.01,170.84,33345
2167763,175.01,170.51,33325,175.01,171.37,33325,160.43,170.47,33325
2167774,175.01,171.04,33305,175.01,171.8,33305,175.01,170.14,33305
2167784,176.36,171.59,33275,160.33,171.31,33275,176.36,170.8,33275
2167795,160.52,171.22,33255,175.11,170.89,33255,160.52,170.52,33255
2167806,175.01,170.81,33235,175.01,171.38,33235,175.01,170.2,33235
2167816,176.47,171.39,33215,160.43,170.95,33215,176.47,170.85,33215
2167827,160.43,171.04,33195,175.01,170.56,33195,160.43,170.57,33195
2167837,176.47,170.74,33175,176.47,171.18,33175,176.47,170.32,33175
2167848,175.01,171.33,33155,160.43,170.85,33155,160.43,170.1,33155
2167859,160.43,170.9,33135,175.01,170.48,33135,175.01,169.81,33135
2167869,176.47,170.61,33115,176.47,171.11,33115,176.47,170.52,33115
2167880,160.43,170.36,33095,160.43,170.79,33095,160.43,170.27,33095
2167891,175.01,170.04,33075,175.01,170.43,33075,175.01,169.97,33075
2167901,176.36,170.71,33045,176.36,171.05,33045,160.33,169.7,33045
2167912,160.52,170.44,33025,160.52,170.74,33025,175.11,169.46,33025
2167923,175.01,170.13,33005,175.01,170.39,33005,175.01,170.13,33005
