millis,rpm,rpm2
97480,123.11,118.42
97490,105.50,117.94
97500,123.09,117.31
97510,123.09,118.98
97520,105.51,118.34
97530,123.09,118.58
97540,123.09,119.95
97550,123.11,117.86
97560,105.51,118.98
97570,123.08,118.42
97580,123.11,117.31
97590,122.98,118.66
97600,105.61,117.94
97610,123.08,117.47
97620,123.11,118.10
97630,105.51,117.39
97640,123.09,118.66
97650,123.08,118.34
97660,123.09,118.58
97670,105.51,118.18
97680,123.11,117.31
97690,123.09,119.14
97700,123.03,118.58
97710,105.56,118.82
97720,123.09,120.12
97730,123.09,118.26
97740,122.85,117.94
97750,105.69,119.22
97760,123.13,118.34
97770,123.09,120.03
97780,123.08,120.12
97790,105.52,119.38
97800,123.09,120.12
97810,123.08,119.95
97820,123.09,121.61
97830,123.11,120.78
97840,123.08,119.46
97850,123.11,120.69
97860,105.51,120.03
97870,123.09,119.95
97880,123.09,120.53
97890,123.09,120.45
97900,123.08,122.20
97910,123.09,121.44
97920,123.11,120.03
97930,123.08,121.44
97940,123.09,121.44
97950,105.49,120.61
97960,123.12,121.44
97970,123.09,120.78
97980,123.11,122.20
97990,123.09,121.61
98000,123.06,120.53
98010,123.12,122.29
98020,123.11,122.12
98030,123.08,122.29
98040,123.11,123.40
98050,123.09,121.44
98060,123.09,121.19
98070,123.09,121.78
98080,105.51,121.44
98090,123.08,122.46
98100,123.07,122.12
98110,123.12,122.37
98120,123.11,124.28
98130,123.08,122.29
98140,123.09,121.53
98150,123.09,121.86
98160,123.11,121.19
98170,123.08,123.58
98180,123.09,123.06
98190,123.11,121.86
98200,123.09,123.06
98210,123.09,122.89
98220,123.09,123.23
98230,123.08,124.80
98240,123.11,122.37
98250,123.08,122.03
98260,123.11,122.71
98270,123.08,122.29
98280,123.11,123.84
98290,123.08,123.32
98300,123.09,122.20
98310,123.11,123.75
98320,123.08,123.32
98330,123.11,123.32
98340,123.08,125.07
98350,123.07,123.40
98360,123.12,122.54
98370,123.11,122.97
98380,123.08,122.37
98390,123.09,124.54
98400,123.09,123.93
98410,123.09,122.54
98420,123.11,124.28
98430,123.09,124.01
98440,123.08,124.10
98450,123.11,125.25
98460,123.09,123.58
98470,123.08,122.97
98480,123.11,123.49
98490,123.09,122.71
98500,140.68,123.23
98510,123.09,123.93
98520,123.09,122.89
98530,123.09,125.25
98540,123.09,124.72
98550,123.08,123.32
98560,123.11,124.72
98570,123.08,124.54
98580,123.11,124.72
98590,123.09,125.88
98600,123.09,124.19
98610,123.09,123.58
98620,123.09,124.10
98630,123.09,123.40
98640,140.68,123.66
98650,123.08,124.19
98660,123.09,123.32
98670,123.11,125.70
98680,123.09,125.16
98690,123.08,123.84
98700,123.09,125.52
98710,123.11,125.16
98720,123.08,125.34
98730,123.11,127.06
98740,140.67,125.34
98750,123.09,125.43
98760,123.11,127.15
98770,123.08,124.98
98780,123.09,124.45
98790,123.09,125.16
98800,123.11,124.36
98810,123.08,126.33
98820,140.68,125.25
98830,123.09,124.28
98840,123.09,126.33
98850,123.11,125.79
98860,123.09,124.45
98870,123.09,125.88
98880,123.08,125.61
98890,140.68,124.54
98900,123.09,126.06
98910,123.09,125.88
98920,123.11,126.06
98930,123.08,127.61
98940,123.11,125.70
98950,140.36,445.19
98960,123.37,128.08
98970,123.09,125.79
98980,123.11,125.25
98990,123.09,125.88
99000,123.09,124.80
99010,140.67,125.16
99020,123.11,125.88
99030,123.09,124.89
99040,123.08,127.43
99050,123.11,126.69
99060,123.09,125.43
99070,140.68,127.34
99080,123.09,126.69
99090,123.09,125.52
99100,123.08,126.97
99110,123.09,126.78
99120,140.68,125.97
99130,123.09,127.06
99140,123.11,126.97
99150,123.09,127.15
99160,123.09,128.45
99170,140.68,126.97
99180,123.08,127.15
99190,123.09,129.02
99200,123.11,126.78
99210,140.67,127.34
99220,123.09,129.02
99230,123.09,126.78
99240,123.11,126.51
99250,140.67,129.11
99260,123.09,127.15
99270,123.09,126.42
99280,123.09,126.97
99290,123.09,126.51
99300,140.68,126.60
99310,123.11,127.24
99320,123.08,126.24
99330,140.68,126.88
99340,123.11,127.34
99350,123.08,126.69
99360,123.09,128.55
99370,140.68,127.52
99380,123.11,126.88
99390,123.09,129.02
99400,123.06,128.26
99410,140.71,126.69
99420,123.09,128.92
99430,123.11,128.26
99440,140.67,127.24
99450,123.11,129.02
99460,123.09,128.45
99470,123.08,127.24
99480,140.68,129.30
99490,123.09,128.55
99500,123.11,127.43
99510,140.68,129.21
99520,123.09,128.83
99530,123.08,127.71
99540,140.68,129.68
99550,123.11,129.02
99560,123.09,127.80
99570,140.68,129.59
99580,123.08,129.02
99590,123.09,127.98
99600,140.62,129.97
99610,123.14,129.30
99620,123.11,128.08
99630,140.67,129.87
99640,123.09,129.30
99650,123.11,128.17
99660,140.68,130.26
99670,123.08,129.59
99680,123.09,128.36
99690,140.69,130.16
99700,123.06,129.59
99710,123.13,128.17
99720,140.68,130.45
99730,123.08,129.87
99740,123.11,128.83
99750,140.67,130.65
99760,123.09,129.97
99770,140.69,128.64
99780,123.08,130.55
99790,123.09,130.07
99800,140.68,128.55
99810,123.09,130.84
99820,123.11,130.26
99830,140.68,129.21
99840,123.08,131.13
99850,140.69,129.87
99860,123.08,128.92
99870,123.09,130.94
99880,140.69,129.97
99890,123.09,129.02
99900,140.64,129.30
99910,123.13,129.87
99920,140.47,130.16
99930,123.27,129.68
99940,123.11,130.36
99950,140.68,130.26
99960,123.08,129.49
99970,140.69,132.62
99980,123.08,130.26
99990,140.62,131.23
100000,123.16,132.72
100010,123.09,130.45
100020,140.68,131.33
100030,123.08,132.62
100040,140.68,131.23
100050,123.11,131.23
100060,140.67,131.53
100070,123.11,131.13
100080,140.67,129.97
100090,123.11,131.53
100100,123.09,131.33
100110,140.68,130.07
100120,123.09,131.92
100130,140.68,131.72
100140,123.08,130.45
100150,140.68,132.62
100160,123.11,131.92
100170,140.67,130.45
100180,123.11,132.72
100190,140.68,131.23
100200,123.08,130.84
100210,140.69,130.84
100220,123.08,131.62
100230,140.69,131.62
100240,123.08,130.94
100250,140.68,133.52
100260,123.11,131.53
100270,140.68,131.92
100280,123.08,133.83
100290,140.68,132.02
100300,123.09,132.12
100310,140.69,132.42
100320,123.09,132.32
100330,140.67,131.13
100340,123.11,132.92
100350,140.67,132.72
100360,123.11,131.43
100370,140.68,133.42
100380,123.08,132.92
100390,140.68,131.43
100400,140.65,131.92
100410,123.13,132.62
100420,140.67,132.62
100430,123.11,132.12
100440,140.68,135.17
100450,123.09,132.82
100460,140.67,133.62
100470,140.68,133.93
100480,123.09,133.62
100490,140.68,132.22
100500,123.07,133.73
100510,140.71,133.62
100520,123.11,132.12
100530,140.68,134.13
100540,140.67,132.92
100550,123.11,132.02
100560,140.67,132.22
100570,123.09,132.82
100580,140.68,132.92
100590,123.11,132.22
100600,140.68,135.17
100610,140.68,133.22
100620,123.09,133.22
100630,140.67,133.62
100640,123.11,133.12
100650,140.64,132.12
100660,123.12,133.52
100670,140.69,133.52
100680,140.67,132.32
100690,123.11,134.44
100700,140.67,133.12
100710,123.09,132.52
100720,140.68,132.72
100730,140.68,135.58
100740,123.11,133.62
100750,140.68,134.34
100760,123.08,135.79
100770,140.68,134.34
100780,140.68,133.22
100790,123.11,134.85
100800,140.64,134.65
100810,140.71,133.12
100820,123.09,135.48
100830,140.69,134.34
100840,140.67,134.34
100850,123.11,133.62
100860,140.68,136.32
100870,140.67,134.65
100880,123.09,134.85
100890,140.68,135.17
100900,140.68,135.17
100910,123.11,133.83
100920,140.68,135.90
100930,140.67,134.54
100940,123.11,133.73
100950,140.67,134.24
100960,140.68,137.06
100970,123.11,134.85
100980,140.67,135.17
100990,140.69,135.58
101000,123.08,135.37
101010,140.68,134.34
101020,140.69,136.32
101030,123.08,135.69
101040,140.69,134.03
101050,140.67,134.65
101060,140.69,137.60
101070,123.09,135.17
101080,140.67,135.69
101090,140.68,136.11
101100,123.11,135.79
101110,140.67,134.85
101120,140.68,136.74
101130,140.69,135.79
101140,123.08,578.45
101150,140.65,134.96
101160,140.72,137.60
101170,123.09,135.48
101180,140.67,136.32
101190,140.68,136.74
101200,140.69,136.53
101210,123.09,135.27
101220,140.67,137.28
101230,140.68,136.00
101240,140.68,135.79
101250,123.11,135.37
101260,140.67,138.46
101270,140.68,136.85
101280,140.69,135.48
101290,140.67,137.60
101300,123.11,136.95
101310,140.68,135.58
101320,140.67,135.79
101330,140.69,138.90
101340,123.09,136.74
101350,140.68,137.06
101360,140.67,137.38
101370,140.68,137.38
101380,140.68,135.69
101390,123.11,138.03
101400,140.67,136.85
101410,140.68,136.85
101420,140.69,137.38
101430,140.67,137.71
101440,123.11,137.38
101450,140.64,136.21
101460,140.72,138.36
101470,140.68,137.06
101480,140.68,137.06
101490,123.09,136.53
101500,140.68,139.79
101510,140.68,137.81
101520,140.67,136.64
101530,140.69,139.01
101540,140.67,137.38
101550,123.07,136.53
101560,140.72,136.85
101570,140.68,139.56
101580,140.68,138.14
101590,140.68,136.95
101600,140.67,139.23
101610,140.69,137.81
101620,123.09,137.17
101630,140.68,137.28
101640,140.68,140.57
101650,140.68,138.46
101660,140.68,137.38
101670,140.67,139.45
101680,140.69,138.25
101690,123.08,137.28
101700,140.68,137.60
101710,140.69,140.46
101720,140.68,138.90
101730,140.67,137.71
101740,140.69,139.90
101750,140.67,138.25
101760,140.69,138.57
101770,140.67,139.23
101780,140.69,139.56
101790,123.08,139.12
101800,140.69,138.03
101810,140.68,140.12
101820,140.68,138.79
101830,140.67,138.79
101840,140.68,139.67
101850,140.69,139.90
101860,140.68,139.67
101870,140.68,137.92
101880,140.67,138.46
101890,140.68,141.36
101900,140.65,139.67
101910,140.55,138.57
101920,123.23,140.23
101930,140.68,139.90
101940,140.69,138.36
101950,140.67,138.68
101960,140.69,141.81
101970,140.67,140.01
101980,140.69,138.90
101990,140.68,141.13
102000,140.67,139.45
102010,140.68,139.56
102020,140.68,140.46
102030,140.68,140.68
102040,140.69,140.68
102050,140.64,138.90
102060,140.71,139.34
102070,140.68,142.16
102080,140.69,140.57
102090,140.67,139.34
102100,140.68,141.47
102110,140.69,140.01
102120,140.67,140.23
102130,140.68,140.79
102140,140.69,141.36
102150,140.67,141.13
102160,140.68,139.79
102170,140.68,139.79
102180,140.68,143.08
102190,140.69,141.02
102200,140.68,139.90
102210,140.67,141.93
102220,140.68,140.46
102230,140.68,140.57
102240,140.69,141.36
102250,140.68,141.47
102260,140.67,141.36
102270,140.69,139.90
102280,140.67,140.01
102290,140.68,143.32
102300,140.69,141.36
102310,140.68,140.23
102320,140.67,142.39
102330,140.69,141.13
102340,140.67,141.02
102350,140.69,141.93
102360,140.67,142.16
102370,140.69,142.16
102380,140.68,140.34
102390,158.25,142.04
102400,140.69,142.39
102410,140.68,142.16
102420,140.67,140.68
102430,140.68,140.91
102440,140.68,143.79
102450,140.69,142.27
102460,140.68,140.91
102470,140.67,143.20
102480,140.69,141.70
102490,140.67,141.93
102500,140.65,142.50
102510,140.71,142.74
102520,158.26,141.81
102530,140.69,141.81
102540,140.68,142.50
102550,140.67,142.85
102560,140.68,142.62
102570,140.69,141.24
102580,140.68,141.36
102590,140.67,144.73
102600,140.68,142.74
102610,140.69,141.47
102620,158.26,141.59
102630,140.68,144.85
102640,140.68,142.85
102650,140.68,141.93
102660,140.67,143.90
102670,140.68,142.39
102680,140.68,142.50
102690,140.68,143.08
102700,158.28,144.02
102710,140.68,142.74
102720,140.68,142.85
102730,140.68,143.67
102740,140.67,143.79
102750,140.69,143.55
102760,140.67,142.04
102770,158.26,143.79
102780,140.68,143.90
102790,140.69,143.90
102800,140.67,142.16
102810,140.69,142.39
102820,140.67,145.69
102830,157.89,143.90
102840,141.03,142.16
102850,140.68,142.62
102860,140.68,145.57
102870,140.67,143.79
102880,140.68,142.85
102890,158.26,142.74
102900,140.69,145.81
102910,140.67,144.26
102920,140.68,142.85
102930,140.69,144.97
102940,140.67,143.55
102950,158.28,144.14
102960,140.67,142.85
102970,140.68,144.97
102980,140.68,143.55
102990,140.68,143.55
103000,158.26,142.74
103010,140.69,144.97
103020,140.67,143.67
103030,140.68,143.55
103040,140.68,144.38
103050,158.28,145.09
103060,140.67,143.67
103070,140.68,143.55
103080,140.68,144.49
103090,140.69,144.73
103100,140.68,144.73
103110,158.25,144.02
103120,140.69,144.73
103130,140.67,144.97
103140,140.68,144.85
103150,158.26,144.26
103160,140.69,144.97
103170,140.67,145.21
103180,140.69,145.09
103190,140.67,143.32
103200,158.26,145.09
103210,140.69,145.21
103220,140.67,145.33
103230,140.68,143.67
103240,158.26,145.33
103250,140.69,145.57
103260,140.68,145.45
103270,140.67,143.90
103280,158.28,145.69
103290,140.68,145.69
103300,140.68,145.69
103310,140.67,144.02
103320,158.26,145.69
103330,140.68,145.93
103340,140.68,145.93
103350,158.06,145.21
103360,140.85,145.93
103370,140.68,146.18
103380,140.69,146.05
103390,158.28,145.33
103400,140.67,146.30
103410,140.69,146.30
103420,158.15,145.57
103430,140.76,145.45
103440,140.69,146.18
103450,140.67,146.42
103460,158.28,145.69
103470,140.67,145.81
103480,140.68,146.42
103490,158.26,147.15
103500,140.69,145.81
103510,140.67,145.81
103520,158.26,145.33
103530,140.68,147.40
103540,140.68,145.81
103550,158.26,146.54
103560,140.68,145.45
103570,140.68,147.90
103580,158.26,148.90
103590,140.69,146.91
103600,140.68,145.57
103610,158.25,145.69
103620,140.68,149.03
103630,140.68,147.28
103640,158.28,145.81
103650,140.67,145.93
103660,140.68,149.03
103670,158.28,147.40
103680,123.08,145.69
103690,158.28,147.40
103700,140.67,147.90
103710,140.68,147.77
103720,158.28,147.15
103730,140.67,147.77
103740,140.69,148.02
103750,158.26,147.40
103760,140.67,147.28
103770,158.26,146.54
103780,140.68,148.65
103790,140.68,147.28
103800,158.23,147.90
103810,140.71,146.91
103820,158.28,146.79
103830,140.68,150.17
103840,158.19,148.52
103850,140.75,146.79
103860,140.68,146.91
103870,158.25,148.77
103880,140.69,148.65
103890,158.25,147.77
103900,140.68,148.52
103910,158.26,149.41
103920,140.69,147.77
103930,140.68,148.02
103940,158.25,147.28
103950,140.69,149.66
103960,158.25,150.69
103970,140.68,148.90
103980,158.26,147.40
103990,140.69,147.77
104000,158.25,149.41
104010,140.69,149.28
104020,140.67,147.53
104030,158.28,149.41
104040,140.67,149.41
104050,158.26,148.52
104060,140.68,960.93
104070,158.28,148.15
104080,140.68,150.43
104090,158.25,151.59
104100,140.65,149.53
104110,158.31,148.15
104120,140.68,148.40
104130,158.26,149.91
104140,140.67,149.66
104150,158.26,149.03
104160,140.69,150.04
104170,158.25,150.94
104180,140.68,149.41
104190,158.26,150.17
104200,140.69,148.65
104210,158.25,148.77
104220,140.69,152.12
104230,158.26,150.30
104240,140.67,148.65
104250,158.26,150.30
104260,158.26,150.94
104270,140.69,149.53
104280,158.26,150.04
104290,140.68,149.03
104300,158.26,149.03
104310,140.67,152.38
104320,158.26,150.69
104330,140.68,148.90
104340,158.28,150.81
104350,140.68,151.07
104360,158.25,150.30
104370,158.26,150.94
104380,140.69,149.41
104390,158.26,149.41
104400,140.67,152.91
104410,158.28,151.07
104420,140.67,149.41
104430,158.26,150.94
104440,157.98,151.59
104450,140.95,150.04
104460,158.25,150.81
104470,140.69,149.66
104480,158.25,149.91
104490,140.68,152.78
104500,158.23,151.07
104510,158.11,150.56
104520,140.85,151.33
104530,158.26,152.12
104540,140.68,150.69
104550,158.23,151.33
104560,140.72,150.17
104570,158.25,150.17
104580,158.26,151.86
104590,140.68,151.86
104600,158.28,150.94
104610,158.25,150.56
104620,140.68,152.78
104630,158.26,153.85
104640,140.69,151.86
104650,158.26,150.17
104660,158.25,152.25
104670,140.68,152.52
104680,158.28,151.46
104690,158.25,152.12
104700,140.68,150.94
104710,158.28,151.07
104720,158.25,152.65
104730,140.68,152.52
104740,158.26,151.73
104750,158.06,151.07
104760,140.86,153.45
104770,158.26,154.39
104780,140.69,152.52
104790,158.25,150.81
104800,158.23,152.65
104810,140.72,152.65
104820,158.25,151.73
104830,158.26,152.25
104840,140.69,151.07
104850,158.26,150.94
104860,158.25,152.65
104870,140.68,152.38
104880,158.26,151.86
104890,158.26,151.07
104900,140.69,153.31
104910,158.25,154.25
104920,158.28,152.65
104930,140.68,151.07
104940,158.25,153.05
104950,158.26,153.58
104960,140.69,151.99
104970,158.25,152.78
104980,158.26,151.33
104990,140.69,151.59
105000,158.25,153.18
105010,158.28,152.25
105020,140.68,152.25
105030,158.25,151.46
105040,158.28,151.59
105050,140.64,155.07
105060,158.30,153.31
105070,158.28,152.25
105080,158.25,151.73
105090,140.68,153.98
105100,158.26,155.21
105110,158.26,153.31
105120,140.68,151.59
105130,158.28,153.71
105140,158.25,154.53
105150,140.69,152.78
105160,158.25,153.45
105170,158.26,152.12
105180,158.26,153.85
105190,140.69,153.85
105200,158.26,152.91
105210,158.26,153.58
105220,158.25,152.12
105230,140.69,152.25
105240,158.26,153.98
105250,158.26,153.05
105260,140.67,153.05
105270,158.26,152.52
105280,158.26,152.52
105290,158.26,154.39
105300,140.68,154.12
105310,158.26,153.45
105320,158.28,152.78
105330,158.25,152.78
105340,140.68,156.17
105350,158.26,154.53
105360,158.26,153.71
105370,158.28,152.91
105380,140.68,155.21
105390,158.25,156.45
105400,158.23,154.53
105410,158.31,153.71
105420,158.25,153.18
105430,140.68,155.48
105440,158.26,156.45
105450,158.26,154.80
105460,158.26,154.12
105470,140.68,154.80
105480,158.28,155.62
105490,158.25,156.87
105500,158.26,154.80
105510,158.28,154.12
105520,140.68,155.07
105530,158.26,156.03
105540,158.25,156.87
105550,158.26,155.21
105560,158.28,154.53
105570,140.68,155.21
105580,158.25,156.03
105590,158.26,157.29
105600,158.26,155.21
105610,158.26,154.66
105620,140.69,155.62
105630,158.25,156.31
105640,158.26,157.29
105650,158.26,155.76
105660,158.28,154.66
105670,158.26,153.98
105680,140.67,156.59
105690,158.26,157.57
105700,158.28,155.90
105710,158.25,155.07
105720,158.26,154.25
105730,158.28,154.39
105740,140.68,157.85
105750,158.25,155.90
105760,158.28,155.07
105770,158.25,154.66
105780,158.26,154.53
105790,158.26,156.31
105800,158.23,155.21
105810,140.72,155.48
105820,158.26,154.80
105830,158.26,154.66
105840,158.26,156.59
105850,158.26,155.34
105860,158.25,156.17
105870,158.28,154.53
105880,158.14,156.03
105890,140.79,156.45
105900,158.25,155.62
105910,158.26,156.17
105920,158.26,154.80
105930,158.26,156.59
105940,158.26,157.29
105950,158.26,158.85
105960,158.28,156.73
105970,140.67,155.21
105980,158.26,157.01
105990,158.26,157.57
106000,158.23,158.85
106010,158.30,157.01
106020,158.26,156.17
106030,158.26,155.48
106040,158.26,155.62
106050,158.28,157.29
106060,158.25,156.31
106070,158.28,156.87
106080,140.67,155.76
106090,158.26,155.76
106100,158.28,157.43
106110,158.25,156.45
106120,158.28,157.01
106130,158.25,155.48
106140,158.26,157.57
106150,158.28,158.28
106160,158.26,159.57
106170,158.25,157.71
106180,158.28,156.87
106190,158.26,156.31
106200,158.26,156.31
106210,158.26,158.00
106220,158.25,157.15
106230,158.26,157.71
106240,158.28,156.31
106250,158.26,158.00
106260,157.90,158.85
106270,140.99,157.43
106280,158.28,158.00
106290,158.26,156.45
106300,158.26,158.14
106310,158.25,159.14
106320,158.26,160.15
106330,158.26,158.42
106340,158.26,157.71
106350,158.23,156.73
106360,158.31,156.87
106370,158.25,158.71
106380,158.26,157.57
106390,158.26,158.42
106400,158.28,156.59
106410,158.25,158.71
106420,158.26,159.43
106430,158.26,160.59
106440,158.26,158.71
106450,158.28,158.00
106460,158.25,157.15
106470,158.28,157.15
106480,158.26,159.00
106490,158.25,158.00
106500,158.26,158.57
106510,158.28,157.15
106520,158.25,158.71
106530,158.26,159.86
106540,158.28,160.89
106550,158.26,159.14
106560,158.25,158.28
106570,158.26,157.57
106580,175.85,159.14
106590,158.26,159.72
106600,158.23,161.18
106610,158.30,159.14
106620,158.26,158.71
106630,158.26,157.85
106640,158.26,157.85
106650,158.28,159.72
106660,158.25,158.57
106670,158.28,159.43
106680,158.26,157.71
106690,158.25,159.72
106700,158.26,160.45
106710,158.28,161.63
106720,158.25,159.86
106730,158.28,159.14
106740,158.26,158.28
106750,158.22,158.28
106760,175.74,161.03
106770,158.39,161.78
106780,158.26,160.30
106790,158.26,159.28
106800,158.26,158.71
106810,158.26,158.71
106820,158.28,160.45
106830,158.25,159.43
106840,158.28,160.15
106850,158.25,158.57
106860,158.28,160.45
106870,175.76,159.00
106880,158.34,160.74
106890,158.26,159.72
106900,158.22,160.30
106910,158.30,159.00
106920,158.28,160.59
106930,158.26,161.78
106940,158.26,162.67
106950,158.26,160.89
106960,175.83,160.59
106970,158.28,159.14
106980,158.25,160.74
106990,158.28,161.92
107000,158.25,162.67
107010,158.26,161.18
107020,158.28,160.15
107030,158.25,159.57
107040,175.87,161.03
107050,158.26,162.07
107060,158.25,162.97
107070,158.28,161.33
107080,158.26,160.45
107090,158.25,159.86
107100,175.81,161.33
107110,158.30,162.22
107120,158.26,163.13
107130,158.26,161.63
107140,158.26,160.59
107150,158.26,160.15
107160,175.55,161.48
107170,158.55,162.52
107180,158.26,163.43
107190,158.25,161.78
107200,158.26,160.89
107210,158.26,160.15
107220,175.85,161.63
107230,158.28,162.82
107240,158.26,163.58
107250,158.26,162.07
107260,158.25,161.18
107270,158.28,160.59
107280,175.85,161.92
107290,158.25,162.97
107300,158.28,164.04
107310,158.26,162.37
107320,158.26,161.48
107330,175.83,160.59
107340,158.28,162.37
107350,158.25,162.97
107360,158.28,164.35
107370,158.26,162.37
107380,175.85,162.22
107390,158.26,160.59
107400,158.26,162.67
107410,158.25,163.13
107420,175.87,162.97
107430,158.25,161.63
107440,158.28,162.52
107450,158.26,160.89
107460,175.83,161.18
107470,158.26,161.33
107480,158.26,162.97
107490,158.26,162.07
107500,158.26,162.67
107510,175.85,162.22
107520,158.26,161.18
107530,158.26,161.48
107540,158.26,163.13
107550,175.87,164.96
107560,158.26,163.13
107570,158.26,162.22
107580,158.25,161.63
107590,175.85,162.97
107600,158.26,164.19
107610,158.28,164.96
107620,175.59,162.52
107630,158.50,162.97
107640,158.26,161.63
107650,158.26,163.13
107660,175.83,161.63
107670,158.28,163.58
107680,158.26,162.37
107690,158.26,84.67
107700,175.80,162.52
107710,158.30,161.92
107720,158.26,161.78
107730,158.26,163.73
107740,175.87,165.58
107750,158.26,163.58
107760,158.25,162.97
107770,175.87,161.78
107780,158.26,164.04
107790,158.25,164.65
107800,175.43,164.19
107810,158.66,162.97
107820,158.26,163.89
107830,158.26,162.37
107840,175.85,162.37
107850,158.26,162.52
107860,158.25,164.35
107870,175.85,165.90
107880,158.26,164.19
107890,158.26,163.28
107900,175.85,162.37
107910,158.26,164.19
107920,158.28,164.96
107930,175.85,164.50
107940,158.26,163.13
107950,158.26,164.19
107960,158.26,162.37
107970,175.83,162.82
107980,158.26,162.82
107990,175.45,2705.38
108000,158.65,166.52
108010,158.25,164.50
108020,158.28,163.73
108030,175.85,162.82
108040,158.26,164.50
108050,175.85,163.13
108060,158.26,165.12
108070,158.26,164.04
108080,175.83,165.27
108090,158.28,164.19
108100,158.25,163.58
108110,175.87,165.12
108120,158.25,165.90
108130,158.26,167.16
108140,175.87,164.04
108150,158.22,165.12
108160,175.89,164.65
108170,158.26,163.58
108180,158.28,164.04
108190,175.83,166.37
108200,158.26,167.48
108210,175.43,164.65
108220,158.65,165.27
108230,158.26,163.89
108240,175.85,164.19
108250,158.26,164.04
108260,175.74,166.68
108270,158.38,167.96
108280,158.25,165.90
108290,175.85,165.90
108300,158.28,163.89
108310,175.85,164.35
108320,158.25,164.50
108330,158.28,166.21
108340,175.85,168.12
108350,158.26,166.52
108360,175.85,165.90
108370,158.26,164.35
108380,175.85,164.65
108390,158.26,164.65
108400,158.25,166.52
108410,175.85,168.44
108420,158.28,166.21
108430,175.85,166.21
108440,158.25,164.50
108450,175.81,164.50
108460,158.30,164.81
108470,175.83,167.32
108480,158.28,168.28
108490,158.26,166.68
108500,175.85,166.37
108510,158.28,164.65
108520,175.83,164.96
108530,158.28,164.96
108540,175.83,167.32
108550,158.28,168.60
108560,175.85,165.58
108570,158.26,166.52
108580,158.26,164.96
108590,175.83,165.27
108600,158.23,165.12
108610,175.90,167.96
108620,158.25,168.92
108630,175.85,165.90
108640,158.26,166.84
108650,175.87,166.05
108660,158.26,165.12
108670,175.85,167.16
108680,158.25,167.80
108690,175.85,167.00
108700,158.23,166.05
108710,175.90,167.16
108720,158.26,166.05
108730,175.85,165.27
108740,158.26,167.16
108750,158.22,167.64
108760,175.90,167.32
108770,158.25,166.21
108780,175.85,167.16
108790,158.28,166.37
108800,175.85,165.43
108810,158.25,167.16
108820,175.87,165.58
108830,158.25,167.64
108840,175.87,169.09
108850,158.26,167.32
108860,175.85,167.48
108870,158.26,165.43
108880,175.83,165.74
108890,158.26,165.90
108900,175.81,168.44
108910,158.31,169.25
108920,175.85,166.68
108930,158.26,167.64
108940,175.85,166.68
108950,158.26,166.05
108960,175.85,167.96
108970,158.26,168.44
108980,175.85,167.96
108990,175.50,169.90
109000,158.53,167.80
109010,175.90,167.48
109020,158.25,166.05
109030,175.85,166.37
109040,158.26,166.05
109050,175.85,168.92
109060,158.28,170.23
109070,175.85,167.00
109080,158.26,167.80
109090,175.85,167.48
109100,158.22,166.68
109110,175.89,167.96
109120,158.26,169.25
109130,175.87,168.76
109140,175.85,170.23
109150,158.26,168.44
109160,175.83,168.44
109170,158.28,166.52
109180,175.85,166.68
109190,158.26,166.84
109200,175.83,169.74
109210,158.26,170.56
109220,175.87,167.64
109230,175.83,168.76
109240,158.26,168.12
109250,175.87,166.68
109260,158.26,168.76
109270,175.83,167.32
109280,175.85,169.90
109290,158.26,170.89
109300,175.87,168.12
109310,158.25,169.09
109320,175.85,168.12
109330,158.28,167.16
109340,175.83,169.25
109350,175.81,167.64
109360,158.31,169.41
109370,175.85,170.89
109380,158.25,169.25
109390,175.85,169.25
109400,175.87,168.44
109410,158.25,167.48
109420,175.85,169.58
109430,175.87,167.96
109440,158.26,169.74
109450,175.85,171.39
109460,158.25,169.58
109470,175.87,169.41
109480,175.83,168.76
109490,158.26,167.64
109500,175.87,169.58
109510,175.50,168.28
109520,158.57,170.07
109530,175.85,171.56
109540,158.26,169.74
109550,175.85,169.90
109560,175.87,169.25
109570,158.26,168.12
109580,175.85,169.74
109590,175.85,168.44
109600,158.26,170.40
109610,175.83,172.06
109620,175.87,169.09
109630,158.25,170.07
109640,175.87,169.41
109650,175.85,168.28
109660,158.25,170.07
109670,175.85,168.44
109680,175.87,171.39
109690,158.25,172.57
109700,175.85,169.25
109710,175.81,170.23
109720,158.30,169.58
109730,175.87,168.76
109740,175.85,168.92
109750,158.25,168.76
109760,175.87,171.39
109770,175.85,171.06
109780,158.26,169.90
109790,175.83,170.73
109800,175.85,170.23
109810,158.26,168.76
109820,175.87,169.25
109830,175.85,170.89
109840,158.25,171.56
109850,175.87,170.73
109860,175.83,173.08
109870,158.26,171.23
109880,175.87,170.89
109890,175.85,169.90
109900,175.85,168.92
109910,158.26,171.06
109920,175.83,169.58
109930,175.85,172.23
109940,158.28,173.08
109950,175.85,169.90
109960,175.83,171.23
109970,175.69,171.06
109980,158.41,169.41
109990,175.87,169.41
110000,175.80,170.89
110010,158.31,172.06
110020,175.83,171.56
110030,175.87,173.59
110040,175.83,170.23
110050,158.26,170.89
110060,175.85,170.56
110070,175.87,169.74
110080,158.25,171.90
110090,175.87,169.74
110100,175.85,172.06
110110,175.85,171.56
110120,158.26,170.56
110130,175.83,171.90
110140,175.85,171.39
110150,175.85,170.40
110160,158.28,169.58
110170,175.85,171.56
110180,175.83,170.23
